,Artist,Song,Duration(ms),Year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
211,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",212040,2007,0.435,0.887,9,-4.07,0.0636,0.000747,0.0,0.0327,0.408,199.935
212,T-Pain ,Bartender,238800,2007,0.675,0.394,8,-8.539,0.133,0.0611,0.0,0.214,0.405,104.987
213,Huey,"Pop, Lock & Drop It",261027,2007,0.723,0.644,11,-6.863,0.222,0.00308,0.0,0.352,0.645,144.09
214,Ludacris ,Runaway Love,280680,2007,0.405,0.721,1,-6.97,0.284,0.329,0.0,0.252,0.816,92.855
215,Nickelback,Rockstar,252040,2007,0.616,0.91,0,-3.004,0.0386,0.0459,0.0,0.343,0.693,144.073
216,Fall Out Boy,Thnks Fr Th Mmrs,203507,2007,0.459,0.891,10,-5.057,0.0623,0.00511,0.0,0.106,0.588,154.837
217,Linkin Park,What I've Done,205613,2007,0.623,0.93,5,-5.285,0.0324,0.0141,1.64e-06,0.138,0.287,120.119
218,Justin Timberlake,Summer Love,252973,2007,0.606,0.591,0,-7.228,0.087,0.0756,0.0,0.328,0.477,95.802
219,Lloyd ,You,273133,2007,0.412,0.876,5,-6.008,0.47,0.102,0.0,0.297,0.703,130.159
220,Elliott Yamin,Wait For You,261320,2007,0.764,0.487,0,-6.734,0.0281,0.25,0.0,0.184,0.352,116.027
221,Diddy ,Last Night,388226,2007,0.888,0.833,3,-4.381,0.0912,0.256,0.00159,0.485,0.962,121.002
222,Fat Joe ,Make It Rain,247413,2007,0.744,0.697,11,-5.063,0.197,0.0106,0.0,0.0842,0.767,149.28
223,Fabolous ,Make Me Better,253573,2007,0.607,0.599,11,-6.886,0.0995,0.33,0.0,0.199,0.562,86.491
224,Omarion,Ice Box,256427,2007,0.775,0.731,8,-5.446,0.134,0.189,0.0,0.129,0.821,131.105
225,Hinder,Lips Of An Angel,261853,2007,0.476,0.736,2,-5.38,0.0343,0.0217,1.08e-06,0.203,0.251,129.084
226,John Mayer,Waiting On The World To Change,201173,2007,0.577,0.756,2,-5.82,0.115,0.159,0.000232,0.249,0.663,176.75
227,Robin Thicke,Lost Without U,254147,2007,0.664,0.351,0,-12.136,0.118,0.226,2.38e-06,0.106,0.816,113.204
228,Nickelback,If Everyone Cared,215106,2007,0.522,0.874,6,-4.392,0.0362,0.000273,0.00579,0.261,0.196,132.018
229,Lloyd,Get It Shawty,209533,2007,0.822,0.905,5,-4.032,0.241,0.123,0.0,0.0496,0.674,128.014
230,The Red Jumpsuit Apparatus,Face Down,192000,2007,0.545,0.932,7,-2.189,0.0399,0.000665,0.0,0.127,0.465,92.956
231,Baby Boy Da Prince ,The Way I Live,324907,2007,0.88,0.438,0,-7.562,0.248,0.0147,0.0,0.0907,0.714,90.02
232,Bow Wow ,Shortie Like Mine,268067,2007,0.758,0.642,7,-8.128,0.221,0.0745,0.0,0.191,0.701,142.078
233,The All-American Rejects,It Ends Tonight,244827,2007,0.454,0.636,0,-4.731,0.0273,0.00228,0.0,0.154,0.313,87.89
234,Hurricane Chris,A Bay Bay,257120,2007,0.577,0.668,6,-4.884,0.514,0.105,0.0,0.0924,0.702,60.709
235,Ne-Yo,Because Of You,266840,2007,0.81,0.538,0,-5.784,0.0356,0.528,0.0,0.0951,0.828,109.97
236,Bone Thugs-N-Harmony ,I Tried,287480,2007,0.727,0.71,4,-6.142,0.0742,0.0104,0.0,0.107,0.378,81.995
237,My Chemical Romance,Welcome To The Black Parade,311107,2007,0.217,0.905,2,-4.103,0.0752,0.000289,0.00011,0.222,0.236,96.95
238,Plies ,Shawty,255413,2007,0.444,0.708,4,-5.926,0.126,0.0419,0.0,0.0775,0.26,105.412
239,Snow Patrol,Chasing Cars,267933,2007,0.563,0.592,9,-4.571,0.0276,0.209,5.08e-05,0.132,0.136,104.016
240,Justin Timberlake,SexyBack,242733,2007,0.967,0.583,7,-5.562,0.0789,0.0584,0.0,0.0519,0.964,117.0
241,Avril Lavigne,Keep Holding On,239907,2007,0.274,0.786,7,-2.354,0.0333,0.0374,0.0,0.143,0.146,161.061
242,Keyshia Cole ,Let It Go,238333,2007,0.806,0.721,10,-5.167,0.215,0.197,0.0,0.209,0.781,94.967
243,Timbaland ,Apologize,184400,2007,0.653,0.604,8,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016
244,Colbie Caillat,Bubbly,196280,2007,0.697,0.474,9,-6.663,0.0351,0.603,0.0,0.11,0.249,127.907
245,Ciara,Like A Boy,237053,2007,0.701,0.724,0,-5.751,0.145,0.267,0.0,0.0867,0.425,132.035
246,P!nk,Who Knew,208493,2007,0.688,0.733,9,-4.569,0.0274,0.00462,0.0,0.0756,0.459,140.004
247,Kelly Clarkson,Never Again,217293,2007,0.514,0.91,7,-2.978,0.0714,0.00168,0.00187,0.224,0.472,145.907
248,Ciara,Promise,267413,2007,0.697,0.629,9,-5.757,0.0425,0.409,3.8e-06,0.0819,0.439,123.279
249,J. Holiday,Bed,275107,2007,0.684,0.606,5,-7.268,0.0504,0.17,0.0,0.058,0.723,127.901
250,Rich Boy ,Throw Some D's,263920,2007,0.698,0.86,11,-5.181,0.429,0.0368,0.0,0.0721,0.433,160.904
251,Amy Winehouse,Rehab,213760,2007,0.434,0.872,0,-2.974,0.0702,0.0473,1.83e-06,0.396,0.732,71.515
252,T.I.,Big Things Poppin' (Do It),289987,2007,0.597,0.715,7,-6.741,0.036,0.00425,0.911,0.191,0.539,169.036
253,Alicia Keys,No One,253813,2007,0.644,0.548,1,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042
254,Boys Like Girls,The Great Escape,206520,2007,0.423,0.94,1,-4.012,0.0635,0.00166,0.0,0.178,0.505,149.934
255,Unk,2 Step,322933,2007,0.721,0.72,9,-6.145,0.192,0.0564,0.0,0.173,0.643,76.976
256,Paula DeAnda ,Walk Away (Remember Me),238160,2007,0.672,0.585,0,-5.797,0.0582,0.192,0.0,0.156,0.834,77.998
257,Hellogoodbye,Here (In Your Arms),240547,2007,0.699,0.612,5,-6.786,0.037,0.171,0.00265,0.268,0.79,126.042
258,Pretty Ricky,On The Hotline,242587,2007,0.704,0.854,10,-5.477,0.183,0.0185,0.0,0.148,0.688,92.988
259,Gwen Stefani,Wind It Up,189587,2007,0.96,0.895,0,-6.899,0.0714,0.335,0.000176,0.364,0.92,120.01
260,Baby Bash ,Cyclone,222053,2007,0.644,0.725,11,-4.622,0.0701,0.0112,0.0,0.146,0.584,77.977
261,Lifehouse,First Time,203640,2007,0.442,0.952,3,-2.214,0.0541,2.41e-05,0.0,0.205,0.505,130.682
262,50 Cent ,Ayo Technology,247947,2007,0.63,0.782,8,-5.44,0.132,0.0828,0.0,0.034,0.418,140.144
263,Bow Wow ,Outta My System,238267,2007,0.772,0.59,6,-6.957,0.183,0.0917,0.0,0.101,0.743,83.998
264,Taylor Swift,Teardrops On My Guitar,204707,2007,0.626,0.44,10,-6.942,0.0232,0.331,0.0,0.146,0.259,99.962
265,Rihanna,Shut Up And Drive,212280,2007,0.735,0.826,1,-4.902,0.0349,0.00101,0.129,0.197,0.74,132.964
266,Red Hot Chili Peppers,Snow ((Hey Oh)),334667,2007,0.427,0.9,11,-3.674,0.0499,0.116,1.75e-05,0.119,0.599,104.655
267,Ludacris ,Money Maker,230613,2007,0.464,0.598,1,-6.79,0.27,0.149,0.0,0.299,0.612,79.732
268,Chris Brown ,Kiss Kiss,250667,2007,0.729,0.658,10,-3.386,0.225,0.0506,0.0,0.0693,0.551,140.043
269,Nickelback,Far Away,238173,2007,0.518,0.797,6,-5.153,0.0309,0.000696,0.0,0.107,0.293,132.915
270,Crime Mob ,Rock Yo Hips,226547,2007,0.847,0.667,6,-5.7,0.17,0.0869,0.0,0.443,0.707,77.492
271,Justin Timberlake,LoveStoned,444333,2007,0.859,0.681,1,-6.247,0.0549,0.34,0.000161,0.213,0.852,121.243
272,Hinder,Better Than Me,223533,2007,0.449,0.682,2,-5.295,0.029,0.205,0.0,0.175,0.254,139.924
273,Finger Eleven,Paralyzer,208107,2007,0.644,0.939,11,-3.486,0.0456,0.157,0.0,0.233,0.861,106.031
274,Snoop Dogg ,That's That,257813,2007,0.866,0.619,9,-4.774,0.19,0.0202,0.0,0.0371,0.733,82.05
275,Flo Rida ,Low,231400,2008,0.918,0.609,10,-5.64,0.0791,0.0928,0.0,0.139,0.304,128.008
276,Leona Lewis,Bleeding Love,262467,2008,0.638,0.656,5,-5.886,0.0357,0.188,0.0,0.146,0.225,104.036
277,Alicia Keys,No One,253813,2008,0.644,0.548,1,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,90.042
278,Lil Wayne ,Lollipop,299333,2008,0.829,0.428,0,-9.469,0.083,0.055,0.00423,0.137,0.448,148.077
279,Timbaland ,Apologize,184400,2008,0.653,0.604,8,-6.017,0.0278,0.0292,0.0,0.097,0.101,118.016
280,Jordin Sparks Duet With Chris Brown,No Air,264547,2008,0.461,0.757,11,-5.01,0.212,0.0494,0.0,0.0603,0.333,159.997
281,Sara Bareilles,Love Song,258827,2008,0.583,0.786,2,-3.142,0.0301,0.0208,0.0,0.188,0.573,123.052
282,Usher ,Love In This Club,259720,2008,0.573,0.712,0,-5.976,0.0732,0.0572,0.0,0.167,0.346,140.012
283,Chris Brown,With You,252120,2008,0.662,0.693,3,-4.298,0.0698,0.134,0.0,0.145,0.655,86.009
284,Chris Brown,Forever,278573,2008,0.672,0.82,11,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005
285,Rihanna,Take A Bow,229413,2008,0.697,0.467,9,-7.536,0.0715,0.248,0.0,0.0941,0.572,82.081
286,Coldplay,Viva La Vida,242373,2008,0.485,0.619,5,-7.115,0.0289,0.0941,3.31e-06,0.109,0.416,138.017
287,Katy Perry,I Kissed A Girl,179640,2008,0.699,0.76,5,-3.173,0.0677,0.00223,0.0,0.132,0.696,129.996
288,T.I.,Whatever You Like,249533,2008,0.68,0.687,9,-6.162,0.0709,0.0161,0.0,0.261,0.467,150.053
289,Rihanna,Disturbia,238627,2008,0.707,0.813,11,-4.515,0.0571,0.0863,0.0,0.168,0.722,124.921
290,Natasha Bedingfield,Pocketful Of Sunshine,202907,2008,0.721,0.88,9,-3.896,0.0454,0.191,0.0,0.0769,0.655,110.021
291,Chris Brown ,Kiss Kiss,250667,2008,0.729,0.658,10,-3.386,0.225,0.0506,0.0,0.0693,0.551,140.043
292,Ne-Yo,Closer,234360,2008,0.711,0.753,4,-6.461,0.0766,0.028,2.96e-05,0.152,0.588,126.051
293,Colbie Caillat,Bubbly,196280,2008,0.697,0.474,9,-6.663,0.0351,0.603,0.0,0.11,0.249,127.907
294,Mariah Carey,Touch My Body,204733,2008,0.715,0.665,4,-7.736,0.0502,0.0996,0.0,0.224,0.84,78.502
295,Madonna ,4 Minutes,189693,2008,0.753,0.931,2,-4.922,0.0652,0.00994,0.00696,0.234,0.767,113.029
296,P!nk,So What,215160,2008,0.534,0.87,11,-3.078,0.0425,0.000329,0.0,0.241,0.462,126.019
297,Finger Eleven,Paralyzer,208107,2008,0.644,0.939,11,-3.486,0.0456,0.157,0.0,0.233,0.861,106.031
298,Fergie,Clumsy,240427,2008,0.731,0.563,2,-4.046,0.131,0.191,0.00042,0.296,0.452,184.009
299,Jason Mraz,I'm Yours,219053,2008,0.549,0.107,0,-16.147,0.0844,0.957,0.0,0.111,0.307,74.63
300,Jesse McCartney,Leavin',216880,2008,0.687,0.71,9,-5.84,0.0522,0.0283,3.71e-06,0.0689,0.886,79.235
301,Kardinal Offishall ,Dangerous,246053,2008,0.949,0.79,8,-5.957,0.0756,0.00437,0.0,0.0816,0.807,117.002
302,Jordin Sparks,Tattoo,233467,2008,0.566,0.766,2,-5.036,0.0399,0.431,0.0,0.101,0.547,168.005
303,Miley Cyrus,See You Again,190453,2008,0.692,0.911,9,-5.098,0.177,0.0149,7.34e-05,0.112,0.801,138.975
304,Metro Station,Shake It,179947,2008,0.618,0.955,4,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034
305,OneRepublic,Stop And Stare,223853,2008,0.492,0.859,4,-4.274,0.0332,0.0659,0.0,0.0756,0.251,92.474
306,Sean Kingston,Take You There,236693,2008,0.752,0.921,5,-4.321,0.0696,0.0182,0.0,0.256,0.634,115.033
307,M.I.A.,Paper Planes,203760,2008,0.447,0.848,2,-6.175,0.222,0.033,7.45e-05,0.722,0.485,172.247
308,Katy Perry,Hot N Cold,220227,2008,0.706,0.841,7,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032
309,T.I. ,Live Your Life,338853,2008,0.375,0.862,11,-3.363,0.255,0.071,0.0,0.211,0.478,159.841
310,Plies ,Bust It Baby Part 2,230800,2008,0.672,0.809,5,-6.234,0.0999,0.0406,0.0,0.38,0.754,78.983
311,Estelle ,American Boy,284733,2008,0.727,0.729,0,-2.99,0.326,0.171,0.0,0.07,0.512,117.932
312,Lil Wayne ,Got Money,244627,2008,0.692,0.661,7,-4.847,0.123,0.00188,0.0,0.676,0.703,82.479
313,Taylor Swift,Our Song,201107,2008,0.668,0.672,2,-4.931,0.0303,0.111,0.0,0.329,0.539,89.011
314,Danity Kane,Damaged,244267,2008,0.774,0.653,8,-5.158,0.05,0.0912,0.0,0.151,0.818,120.01
315,Lil Wayne,A Milli,221840,2008,0.673,0.695,6,-8.636,0.278,0.0387,0.00206,0.194,0.774,151.468
316,Buckcherry,Sorry,228387,2008,0.54,0.773,2,-3.627,0.0288,0.0315,0.0,0.176,0.381,130.952
317,Webbie ,Independent,250027,2008,0.725,0.431,1,-5.988,0.0707,0.00113,0.0,0.14,0.199,174.083
318,Alicia Keys,Like You'll Never See Me Again,315360,2008,0.562,0.658,7,-8.072,0.0314,0.174,0.000285,0.102,0.268,127.81
319,Taylor Swift,Teardrops On My Guitar,204707,2008,0.626,0.44,10,-6.942,0.0232,0.331,0.0,0.146,0.259,99.962
320,The Pussycat Dolls,When I Grow Up,245680,2008,0.671,0.685,11,-5.762,0.05,0.00165,0.0,0.398,0.368,118.449
321,Snoop Dogg,Sensual Seduction,245520,2008,0.756,0.829,11,-3.973,0.0682,0.003,3.46e-05,0.0578,0.504,120.163
322,Colby O'Donis ,What You Got,243013,2008,0.775,0.641,1,-6.718,0.038,0.0327,0.0,0.18,0.305,119.974
323,Leona Lewis,Better In Time,234173,2008,0.584,0.7,6,-4.251,0.0506,0.512,2.43e-05,0.13,0.549,163.953
324,Linkin Park,Shadow Of The Day,290360,2008,0.534,0.393,11,-7.813,0.0292,0.00479,0.0107,0.107,0.0641,110.007
325,Wyclef Jean ,Sweetest Girl (Dollar Bill),241133,2008,0.733,0.744,1,-3.51,0.0553,0.0772,0.0,0.341,0.529,92.515
326,Ne-Yo,Miss Independent,232000,2008,0.673,0.683,1,-5.693,0.115,0.522,0.0,0.235,0.713,171.86
327,Secondhand Serenade,Fall For You,185600,2008,0.387,0.442,0,-7.086,0.0352,0.19,0.0,0.0788,0.382,169.481
328,Flo Rida ,In The Ayer,220507,2008,0.83,0.746,5,-6.286,0.0579,0.00456,0.0,0.26,0.646,125.992
329,John Mayer,Say,230213,2008,0.485,0.723,10,-6.565,0.0317,0.541,1.12e-06,0.075,0.541,167.845
330,Jordin Sparks,One Step At A Time,205160,2008,0.766,0.692,1,-4.672,0.0289,0.0825,0.0,0.0384,0.691,102.028
331,Rihanna ,Hate That I Love You,218947,2008,0.637,0.73,5,-5.38,0.0874,0.323,0.0,0.0981,0.732,93.867
332,Lupe Fiasco ,Superstar,289000,2008,0.572,0.822,11,-6.015,0.361,0.207,0.0,0.359,0.472,94.812
333,J. Holiday,Suffocate,220053,2008,0.458,0.445,9,-8.391,0.361,0.64,0.0,0.118,0.447,82.82
334,Kevin Rudolf ,Let It Rock,231173,2008,0.607,0.784,7,-4.41,0.0397,0.000684,0.0,0.0678,0.442,113.172
335,David Banner ,Get Like Me,224547,2008,0.823,0.753,1,-4.199,0.476,0.00323,0.0,0.228,0.656,117.281
336,Colbie Caillat,Realize,244107,2008,0.693,0.594,1,-6.408,0.0325,0.13,0.0,0.115,0.192,123.932
337,Young Jeezy ,Put On,257267,2008,0.801,0.536,11,-10.933,0.32,0.273,0.0,0.121,0.573,168.538
338,David Cook,The Time Of My Life,216147,2008,0.414,0.578,8,-6.383,0.0287,0.0541,0.0,0.124,0.281,154.96
339,Three 6 Mafia ,Lolli Lolli (Pop That Body),251373,2008,0.89,0.946,2,-5.673,0.0489,0.0188,0.000128,0.11,0.872,120.0
340,Baby Bash ,Cyclone,222053,2008,0.644,0.725,11,-4.622,0.0701,0.0112,0.0,0.146,0.584,77.977
341,Natasha Bedingfield ,Love Like This,222293,2008,0.781,0.791,7,-3.903,0.0468,0.145,0.0,0.127,0.902,76.998
342,Jonas Brothers,Burnin' Up,175093,2008,0.667,0.954,2,-3.462,0.0817,0.0296,0.0,0.331,0.807,114.0
343,Kanye West,Love Lockdown,270307,2008,0.76,0.524,1,-7.67,0.0323,0.0542,0.5,0.112,0.112,119.603
344,The-Dream,I Luv Your Girl,267867,2008,0.723,0.322,8,-9.702,0.0341,0.014,0.0,0.119,0.0406,90.063
345,David Archuleta,Crush,213520,2008,0.57,0.664,0,-4.718,0.0322,0.00836,1.2e-05,0.0719,0.487,162.084
346,Plies ,Hypnotized,188493,2008,0.84,0.571,10,-7.421,0.0797,0.16,0.0,0.406,0.617,116.59
347,Fergie,Big Girls Don't Cry,268120,2008,0.708,0.641,7,-4.296,0.0336,0.205,0.0,0.0945,0.253,113.082
348,Kanye West ,Good Life,207000,2008,0.439,0.808,1,-6.881,0.346,0.00305,0.0,0.439,0.487,82.962
349,Britney Spears,Womanizer,224400,2008,0.724,0.695,11,-5.226,0.0622,0.073,0.0,0.0889,0.235,139.0
350,Taylor Swift,Love Story,235267,2008,0.618,0.741,2,-3.95,0.031,0.17,0.0,0.0822,0.296,118.984
351,Mary J. Blige,Just Fine,242133,2008,0.923,0.795,11,-3.61,0.117,0.0394,0.000565,0.101,0.588,123.022
352,Britney Spears,Piece Of Me,212107,2008,0.769,0.638,11,-5.054,0.216,0.0902,0.0,0.0857,0.782,115.007
353,Rick Ross ,The Boss,225653,2008,0.431,0.842,7,-4.072,0.357,0.00876,0.0,0.309,0.61,83.66
354,Kid Rock,All Summer Long,297587,2008,0.7,0.864,7,-3.629,0.0283,0.0212,0.0,0.0956,0.887,102.997
355,Gavin DeGraw,In Love With A Girl,206000,2008,0.439,0.906,3,-4.8,0.0439,0.0193,0.0,0.373,0.687,161.905
356,The Game ,My Life,320893,2008,0.673,0.766,11,-5.018,0.349,0.0724,0.0,0.0563,0.382,148.113
357,Keyshia Cole,I Remember,260093,2008,0.422,0.736,5,-4.426,0.049,0.203,0.0,0.102,0.303,129.278
358,Kanye West ,Flashing Lights,237507,2008,0.639,0.628,6,-7.578,0.0399,0.0381,0.0,0.386,0.43,90.482
359,Lil Wayne ,Mrs. Officer,286907,2008,0.92,0.553,6,-5.068,0.189,0.237,0.0,0.0767,0.947,112.021
360,Miley Cyrus,7 Things,213453,2008,0.59,0.903,1,-4.478,0.0363,0.0232,0.0,0.0786,0.542,107.023
361,Gavin Rossdale,Love Remains The Same,249440,2008,0.406,0.632,4,-5.115,0.0344,0.236,0.0,0.18,0.109,149.258
362,Daughtry,Feels Like Tonight,238701,2008,0.483,0.907,6,-3.166,0.045,0.000822,0.0,0.117,0.352,130.984
363,Timbaland ,The Way I Are,179120,2008,0.731,0.807,3,-6.492,0.1,0.181,0.751,0.319,0.765,114.759
364,Saving Abel,Addicted,222827,2008,0.512,0.865,7,-4.146,0.0338,0.000821,0.0,0.0982,0.529,138.017
365,Santana ,Into The Night,222440,2008,0.595,0.844,7,-4.678,0.0331,0.0137,0.0,0.234,0.603,127.981
366,Keyshia Cole,Heaven Sent,232880,2008,0.642,0.742,2,-3.614,0.0429,0.0832,0.0,0.0887,0.407,78.858
367,2 Pistols ,She Got It,274053,2008,0.517,0.747,10,-6.191,0.105,0.00431,0.0,0.345,0.271,134.062
368,The Black Eyed Peas,Boom Boom Pow,251440,2009,0.867,0.857,9,-5.892,0.0663,0.13,0.00171,0.13,0.402,130.048
369,Lady Gaga,Poker Face,237200,2009,0.851,0.806,4,-4.618,0.0786,0.12,1.33e-06,0.121,0.776,119.001
370,Lady Gaga ,Just Dance,241933,2009,0.822,0.737,1,-4.542,0.0314,0.0261,4.19e-05,0.18,0.753,118.994
371,The Black Eyed Peas,I Gotta Feeling,289133,2009,0.743,0.766,0,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.96
372,Taylor Swift,Love Story,235267,2009,0.618,0.741,2,-3.95,0.031,0.17,0.0,0.0822,0.296,118.984
373,Flo Rida,Right Round,204640,2009,0.72,0.672,7,-6.852,0.0551,0.009,0.0,0.232,0.705,124.986
374,Jason Mraz,I'm Yours,219053,2009,0.549,0.107,0,-16.147,0.0844,0.957,0.0,0.111,0.307,74.63
375,Beyonce,Single Ladies (Put A Ring On It),193213,2009,0.426,0.584,1,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437
376,Kanye West,Heartless,211000,2009,0.79,0.647,10,-5.983,0.136,0.0515,0.0,0.248,0.654,87.999
377,The All-American Rejects,Gives You Hell,213107,2009,0.718,0.691,4,-6.44,0.0387,0.0159,0.0,0.0627,0.552,100.008
378,Taylor Swift,You Belong With Me,231133,2009,0.687,0.783,6,-4.44,0.0386,0.162,1.35e-05,0.114,0.443,129.964
379,T.I. ,Dead And Gone,299747,2009,0.713,0.746,0,-4.99,0.259,0.0402,0.0,0.601,0.47,135.021
380,The Fray,You Found Me,241853,2009,0.338,0.803,8,-5.412,0.0413,0.0187,0.0,0.136,0.4,151.994
381,Kings Of Leon,Use Somebody,230760,2009,0.276,0.715,0,-5.356,0.0432,0.00552,0.000417,0.201,0.173,137.028
382,Keri Hilson ,Knock You Down,326187,2009,0.588,0.877,8,-4.78,0.16,0.00952,0.0,0.171,0.645,155.165
383,Jamie Foxx ,Blame It,289747,2009,0.673,0.614,7,-5.426,0.103,0.0782,0.0,0.139,0.362,176.052
384,Pitbull,I Know You Want Me (Calle Ocho),237120,2009,0.817,0.733,2,-6.009,0.145,0.0152,4.31e-05,0.107,0.833,127.056
385,T.I. ,Live Your Life,338853,2009,0.375,0.862,11,-3.363,0.255,0.071,0.0,0.211,0.478,159.841
386,Soulja Boy Tell 'em ,Kiss Me Thru The Phone,193387,2009,0.758,0.712,7,-3.781,0.112,0.0185,0.0,0.0677,0.795,149.998
387,Jay Sean ,Down,212107,2009,0.657,0.695,2,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997
388,Miley Cyrus,The Climb,236067,2009,0.327,0.588,4,-6.611,0.0336,0.0834,0.0,0.104,0.329,161.074
389,Drake,Best I Ever Had,258760,2009,0.431,0.894,5,-2.673,0.33,0.0951,0.0,0.188,0.604,162.193
390,Kelly Clarkson,My Life Would Suck Without You,211493,2009,0.526,0.882,9,-4.006,0.0509,0.0014,0.0,0.144,0.424,144.982
391,Beyonce,Halo,261640,2009,0.508,0.72,11,-5.908,0.0628,0.272,0.0,0.0563,0.472,79.983
392,Katy Perry,Hot N Cold,220227,2009,0.706,0.841,7,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032
393,Shinedown,Second Chance,222067,2009,0.46,0.796,0,-4.501,0.0333,0.00107,0.0,0.106,0.182,100.011
394,Britney Spears,Circus,192360,2009,0.791,0.733,6,-5.215,0.052,0.147,0.000381,0.0713,0.761,114.98
395,Kid Cudi,Day 'N' Nite,221267,2009,0.871,0.44,11,-6.25,0.0761,0.499,4.15e-06,0.114,0.799,137.996
396,Miley Cyrus,Party In The U.S.A.,202067,2009,0.652,0.698,10,-4.667,0.042,0.00112,0.000115,0.0886,0.47,96.021
397,Kevin Rudolf ,Let It Rock,231173,2009,0.607,0.784,7,-4.41,0.0397,0.000684,0.0,0.0678,0.442,113.172
398,Sean Kingston,Fire Burning,239987,2009,0.839,0.804,1,-2.513,0.0329,0.0192,0.0,0.331,0.888,122.973
399,Jason Derulo,Whatcha Say,221253,2009,0.615,0.711,11,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036
400,Lady Gaga,LoveGame,216333,2009,0.894,0.677,6,-5.618,0.0548,0.00562,2.63e-06,0.31,0.857,105.029
401,Katy Perry,Waking Up In Vegas,199187,2009,0.524,0.878,5,-3.108,0.0346,0.0012,0.0,0.098,0.59,130.989
402,Jeremih,Birthday Sex,226507,2009,0.677,0.523,7,-5.603,0.0439,0.295,0.0,0.151,0.446,60.02
403,P!nk,Sober,251533,2009,0.612,0.797,6,-4.896,0.0315,0.0626,0.0,0.187,0.373,90.95
404,Britney Spears,Womanizer,224400,2009,0.724,0.695,11,-5.226,0.0622,0.073,0.0,0.0889,0.235,139.0
405,T.I.,Whatever You Like,249533,2009,0.68,0.687,9,-6.162,0.0709,0.0161,0.0,0.261,0.467,150.053
406,Mariah Carey,Obsessed,242200,2009,0.742,0.468,10,-5.557,0.0625,0.0465,0.0,0.826,0.369,86.443
407,Ne-Yo,Mad,254533,2009,0.727,0.649,0,-5.356,0.0338,0.661,0.0,0.111,0.669,129.992
408,Cobra Starship ,Good Girls Go Bad,196413,2009,0.594,0.874,0,-3.716,0.0815,0.0116,0.0,0.549,0.628,119.964
409,Kanye West,Love Lockdown,270307,2009,0.76,0.524,1,-7.67,0.0323,0.0542,0.5,0.112,0.112,119.603
410,P!nk,So What,215160,2009,0.534,0.87,11,-3.078,0.0425,0.000329,0.0,0.241,0.462,126.019
411,Pitbull,Hotel Room Service,237640,2009,0.851,0.629,1,-8.385,0.175,0.00705,0.000372,0.0746,0.789,125.984
412,Beyonce,If I Were A Boy,249147,2009,0.632,0.518,6,-6.126,0.0313,0.107,0.0,0.354,0.427,90.007
413,Keri Hilson ,Turnin Me On,247800,2009,0.675,0.602,1,-4.688,0.0596,0.0034,1.28e-05,0.199,0.092,159.994
414,The Pussycat Dolls,I Hate This Part,218400,2009,0.756,0.612,5,-4.371,0.0317,0.0659,0.0,0.274,0.452,111.572
415,Nickelback,Gotta Be Somebody,252653,2009,0.536,0.89,0,-5.222,0.0601,0.000354,0.00165,0.133,0.205,115.998
416,P!nk,Please Don't Leave Me,231560,2009,0.589,0.845,6,-4.497,0.0378,0.00883,0.0,0.326,0.746,138.026
417,Lady Gaga,Paparazzi,208307,2009,0.763,0.693,5,-3.973,0.0438,0.111,0.0,0.101,0.399,114.912
418,Akon ,Beautiful,312987,2009,0.743,0.948,0,-4.445,0.0893,0.122,0.0,0.112,0.614,130.024
419,Coldplay,Viva La Vida,242373,2009,0.485,0.619,5,-7.115,0.0289,0.0941,3.31e-06,0.109,0.416,138.017
420,Akon,Right Now (Na Na Na),240747,2009,0.832,0.87,8,-4.2,0.167,0.267,0.0,0.412,0.566,138.003
421,Jordin Sparks,Battlefield,241348,2009,0.613,0.634,2,-3.472,0.0339,0.0178,0.0,0.0719,0.37,144.953
422,Flo Rida ,Sugar,252933,2009,0.738,0.868,1,-4.15,0.0348,0.0371,0.0,0.294,0.199,130.003
423,Ne-Yo,Miss Independent,232000,2009,0.673,0.683,1,-5.693,0.115,0.522,0.0,0.235,0.713,171.86
424,Owl City,Fireflies,228347,2009,0.513,0.661,3,-6.8,0.0439,0.0274,0.0,0.118,0.461,180.118
425,Linkin Park,New Divide,268613,2009,0.493,0.808,5,-3.365,0.0362,0.000235,0.0,0.0983,0.38,117.971
426,Daughtry,No Surprise,270640,2009,0.508,0.823,3,-3.711,0.031,0.00741,0.0,0.104,0.152,95.98
427,Shakira,She Wolf,188867,2009,0.865,0.69,7,-7.448,0.0444,0.289,0.0138,0.225,0.868,121.983
